date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
09-10-2020,Brazil,Bolivia,5,0,FIFA World Cup qualification,São Paulo,Brazil,FALSE
10-10-2020,Spain,Switzerland,1,0,UEFA Nations League,Madrid,Spain,FALSE
10-10-2020,Ukraine,Germany,1,2,UEFA Nations League,Kyiv,Ukraine,FALSE
10-10-2020,Luxembourg,Cyprus,2,0,UEFA Nations League,Luxembourg City,Luxembourg,FALSE
10-10-2020,Montenegro,Azerbaijan,2,0,UEFA Nations League,Podgorica,Montenegro,FALSE
10-10-2020,Faroe Islands,Latvia,1,1,UEFA Nations League,Tórshavn,Faroe Islands,FALSE
10-10-2020,Andorra,Malta,0,0,UEFA Nations League,Andorra la Vella,Andorra,FALSE
10-10-2020,Liechtenstein,Gibraltar,0,1,UEFA Nations League,Vaduz,Liechtenstein,FALSE
11-10-2020,Bosnia and Herzegovina,Netherlands,0,0,UEFA Nations League,Zenica,Bosnia and Herzegovina,FALSE
11-10-2020,Poland,Italy,0,0,UEFA Nations League,Gdańsk,Poland,FALSE
11-10-2020,England,Belgium,2,1,UEFA Nations League,London,England,FALSE
11-10-2020,Iceland,Denmark,0,3,UEFA Nations League,Reykjavík,Iceland,FALSE
11-10-2020,Croatia,Sweden,2,1,UEFA Nations League,Zagreb,Croatia,FALSE
11-10-2020,France,Portugal,0,0,UEFA Nations League,Paris,France,FALSE
11-10-2020,Norway,Romania,4,0,UEFA Nations League,Oslo,Norway,FALSE
11-10-2020,Northern Ireland,Austria,0,1,UEFA Nations League,Belfast,Northern Ireland,FALSE
11-10-2020,Scotland,Slovakia,1,0,UEFA Nations League,Glasgow,Scotland,FALSE
11-10-2020,Israel,Czech Republic,1,2,UEFA Nations League,Haifa,Israel,FALSE
11-10-2020,Serbia,Hungary,0,1,UEFA Nations League,Belgrade,Serbia,FALSE
11-10-2020,Russia,Turkey,1,1,UEFA Nations League,Moscow,Russia,FALSE
11-10-2020,Republic of Ireland,Wales,0,0,UEFA Nations League,Dublin,Republic of Ireland,FALSE
11-10-2020,Finland,Bulgaria,2,0,UEFA Nations League,Helsinki,Finland,FALSE
11-10-2020,Armenia,Georgia,2,2,UEFA Nations League,Tychy,Poland,TRUE
11-10-2020,Estonia,North Macedonia,3,3,UEFA Nations League,Tallinn,Estonia,FALSE
11-10-2020,Kosovo,Slovenia,0,1,UEFA Nations League,Pristina,Kosovo,FALSE
11-10-2020,Greece,Moldova,2,0,UEFA Nations League,Athens,Greece,FALSE
11-10-2020,Kazakhstan,Albania,0,0,UEFA Nations League,Almaty,Kazakhstan,FALSE
