date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
17-11-2015,Hong Kong,China PR,0,0,FIFA World Cup qualification,Kowloon,Hong Kong,FALSE
17-11-2015,Ivory Coast,Liberia,3,0,FIFA World Cup qualification,Abidjan,Ivory Coast,FALSE
17-11-2015,North Korea,Bahrain,2,0,FIFA World Cup qualification,Pyongyang,North Korea,FALSE
17-11-2015,Kyrgyzstan,Jordan,1,0,FIFA World Cup qualification,Bishkek,Kyrgyzstan,FALSE
17-11-2015,Laos,South Korea,0,5,FIFA World Cup qualification,Vientiane,Laos,FALSE
17-11-2015,Malaysia,United Arab Emirates,1,2,FIFA World Cup qualification,Shah Alam,Malaysia,FALSE
17-11-2015,Mali,Botswana,2,0,FIFA World Cup qualification,Bamako,Mali,FALSE
17-11-2015,Nigeria,Eswatini,2,0,FIFA World Cup qualification,Port Harcourt,Nigeria,FALSE
17-11-2015,Paraguay,Bolivia,2,1,FIFA World Cup qualification,Asunción,Paraguay,FALSE
17-11-2015,Rwanda,Libya,1,3,FIFA World Cup qualification,Kigali,Rwanda,FALSE
17-11-2015,Senegal,Madagascar,3,0,FIFA World Cup qualification,Dakar,Senegal,FALSE
17-11-2015,Singapore,Syria,1,2,FIFA World Cup qualification,Kallang,Singapore,FALSE
17-11-2015,Slovenia,Ukraine,1,1,UEFA Euro qualification,Maribor,Slovenia,FALSE
17-11-2015,South Africa,Angola,1,0,FIFA World Cup qualification,Durban,South Africa,FALSE
17-11-2015,Tunisia,Mauritania,2,1,FIFA World Cup qualification,Radès,Tunisia,FALSE
17-11-2015,Turkmenistan,Oman,2,1,FIFA World Cup qualification,Ashgabat,Turkmenistan,FALSE
17-11-2015,Uruguay,Chile,3,0,FIFA World Cup qualification,Montevideo,Uruguay,FALSE
17-11-2015,Venezuela,Ecuador,1,3,FIFA World Cup qualification,Ciudad Guayana,Venezuela,FALSE
17-11-2015,Yemen,Uzbekistan,1,3,FIFA World Cup qualification,Doha,Qatar,TRUE
17-11-2015,Haiti,Jamaica,0,1,FIFA World Cup qualification,Port-au-Prince,Haiti,FALSE
17-11-2015,Panama,Costa Rica,1,2,FIFA World Cup qualification,Panama City,Panama,FALSE
17-11-2015,Saint Vincent and the Grenadines,Guatemala,0,4,FIFA World Cup qualification,Kingstown,Saint Vincent and the Grenadines,FALSE
17-11-2015,Taiwan,Iraq,0,2,FIFA World Cup qualification,Kaohsiung,Taiwan,FALSE
24-03-2016,Australia,Tajikistan,7,0,FIFA World Cup qualification,Adelaide,Australia,FALSE
24-03-2016,Bahrain,Yemen,3,0,FIFA World Cup qualification,Riffa,Bahrain,FALSE
24-03-2016,Bolivia,Colombia,2,3,FIFA World Cup qualification,La Paz,Bolivia,FALSE
24-03-2016,Chile,Argentina,1,2,FIFA World Cup qualification,Santiago,Chile,FALSE
24-03-2016,China PR,Maldives,4,0,FIFA World Cup qualification,Wuhan,China PR,FALSE
24-03-2016,Ecuador,Paraguay,2,2,FIFA World Cup qualification,Quito,Ecuador,FALSE
24-03-2016,Iran,India,4,0,FIFA World Cup qualification,Tehran,Iran,FALSE
24-03-2016,Iraq,Thailand,2,2,FIFA World Cup qualification,Tehran,Iran,TRUE
24-03-2016,Japan,Afghanistan,5,0,FIFA World Cup qualification,Saitama,Japan,FALSE
24-03-2016,Jordan,Bangladesh,8,0,FIFA World Cup qualification,Amman,Jordan,FALSE
24-03-2016,South Korea,Lebanon,1,0,FIFA World Cup qualification,Ansan,South Korea,FALSE
24-03-2016,Oman,Guam,1,0,FIFA World Cup qualification,Muscat,Oman,FALSE
24-03-2016,Peru,Venezuela,2,2,FIFA World Cup qualification,Lima,Peru,FALSE
24-03-2016,Qatar,Hong Kong,2,0,FIFA World Cup qualification,Doha,Qatar,FALSE
24-03-2016,Saudi Arabia,Malaysia,2,0,FIFA World Cup qualification,Jeddah,Saudi Arabia,FALSE
24-03-2016,Syria,Cambodia,6,0,FIFA World Cup qualification,Seeb,Oman,TRUE
24-03-2016,United Arab Emirates,Palestine,2,0,FIFA World Cup qualification,Abu Dhabi,United Arab Emirates,FALSE
24-03-2016,Uzbekistan,Philippines,1,0,FIFA World Cup qualification,Tashkent,Uzbekistan,FALSE
24-03-2016,Vietnam,Taiwan,4,1,FIFA World Cup qualification,Hanoi,Vietnam,FALSE
25-03-2016,Brazil,Uruguay,2,2,FIFA World Cup qualification,Recife,Brazil,FALSE
25-03-2016,Canada,Mexico,0,3,FIFA World Cup qualification,Vancouver,Canada,FALSE
25-03-2016,El Salvador,Honduras,2,2,FIFA World Cup qualification,San Salvador,El Salvador,FALSE
25-03-2016,Guatemala,United States,2,0,FIFA World Cup qualification,Guatemala,Guatemala,FALSE
25-03-2016,Haiti,Panama,0,0,FIFA World Cup qualification,Port-au-Prince,Haiti,FALSE
25-03-2016,Jamaica,Costa Rica,1,1,FIFA World Cup qualification,Kingston,Jamaica,FALSE
25-03-2016,Saint Vincent and the Grenadines,Trinidad and Tobago,2,3,FIFA World Cup qualification,Kingstown,Saint Vincent and the Grenadines,FALSE
29-03-2016,Afghanistan,Singapore,2,1,FIFA World Cup qualification,Tehran,Iran,TRUE
29-03-2016,Argentina,Bolivia,2,0,FIFA World Cup qualification,Córdoba,Argentina,FALSE
29-03-2016,Australia,Jordan,5,1,FIFA World Cup qualification,Sydney,Australia,FALSE
29-03-2016,China PR,Qatar,2,0,FIFA World Cup qualification,Xi'an,China PR,FALSE
29-03-2016,Colombia,Ecuador,3,1,FIFA World Cup qualification,Barranquilla,Colombia,FALSE
29-03-2016,Costa Rica,Jamaica,3,0,FIFA World Cup qualification,San José,Costa Rica,FALSE
29-03-2016,Honduras,El Salvador,2,0,FIFA World Cup qualification,San Pedro Sula,Honduras,FALSE
29-03-2016,India,Turkmenistan,1,2,FIFA World Cup qualification,Kochi,India,FALSE
29-03-2016,Iran,Oman,2,0,FIFA World Cup qualification,Tehran,Iran,FALSE
29-03-2016,Iraq,Vietnam,1,0,FIFA World Cup qualification,Tehran,Iran,TRUE
29-03-2016,Japan,Syria,5,0,FIFA World Cup qualification,Saitama,Japan,FALSE
29-03-2016,Lebanon,Myanmar,1,1,FIFA World Cup qualification,Sidon,Lebanon,FALSE
29-03-2016,Maldives,Bhutan,4,2,FIFA World Cup qualification,Malé,Maldives,FALSE
29-03-2016,Mexico,Canada,2,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE
29-03-2016,Palestine,Timor-Leste,7,0,FIFA World Cup qualification,Hebron,Palestine,FALSE
29-03-2016,Panama,Haiti,1,0,FIFA World Cup qualification,Panama City,Panama,FALSE
29-03-2016,Paraguay,Brazil,2,2,FIFA World Cup qualification,Asunción,Paraguay,FALSE
29-03-2016,Philippines,North Korea,3,2,FIFA World Cup qualification,Manila,Philippines,FALSE
29-03-2016,Tajikistan,Kyrgyzstan,0,1,FIFA World Cup qualification,Dushanbe,Tajikistan,FALSE
29-03-2016,United Arab Emirates,Saudi Arabia,1,1,FIFA World Cup qualification,Abu Dhabi,United Arab Emirates,FALSE
29-03-2016,Uruguay,Peru,1,0,FIFA World Cup qualification,Montevideo,Uruguay,FALSE
29-03-2016,United States,Guatemala,4,0,FIFA World Cup qualification,Columbus,United States,FALSE
29-03-2016,Uzbekistan,Bahrain,1,0,FIFA World Cup qualification,Tashkent,Uzbekistan,FALSE
29-03-2016,Venezuela,Chile,1,4,FIFA World Cup qualification,Barinas,Venezuela,FALSE
29-03-2016,Trinidad and Tobago,Saint Vincent and the Grenadines,6,0,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,FALSE
10-06-2016,France,Romania,2,1,UEFA Euro,Saint-Denis,France,FALSE
11-06-2016,Albania,Switzerland,0,1,UEFA Euro,Lens,France,TRUE
11-06-2016,England,Russia,1,1,UEFA Euro,Marseille,France,TRUE
11-06-2016,Wales,Slovakia,2,1,UEFA Euro,Bordeaux,France,TRUE
12-06-2016,Germany,Ukraine,2,0,UEFA Euro,Villeneuve-d'Ascq,France,TRUE
12-06-2016,Poland,Northern Ireland,1,0,UEFA Euro,Nice,France,TRUE
12-06-2016,Turkey,Croatia,0,1,UEFA Euro,Paris,France,TRUE
13-06-2016,Belgium,Italy,0,2,UEFA Euro,Lyon,France,TRUE
13-06-2016,Republic of Ireland,Sweden,1,1,UEFA Euro,Saint-Denis,France,TRUE
13-06-2016,Spain,Czech Republic,1,0,UEFA Euro,Toulouse,France,TRUE
14-06-2016,Austria,Hungary,0,2,UEFA Euro,Bordeaux,France,TRUE
14-06-2016,Portugal,Iceland,1,1,UEFA Euro,Saint-Étienne,France,TRUE
15-06-2016,France,Albania,2,0,UEFA Euro,Marseille,France,FALSE
15-06-2016,Romania,Switzerland,1,1,UEFA Euro,Paris,France,TRUE
15-06-2016,Russia,Slovakia,1,2,UEFA Euro,Villeneuve-d'Ascq,France,TRUE
16-06-2016,England,Wales,2,1,UEFA Euro,Lens,France,TRUE
16-06-2016,Germany,Poland,0,0,UEFA Euro,Saint-Denis,France,TRUE
16-06-2016,Ukraine,Northern Ireland,0,2,UEFA Euro,Lyon,France,TRUE
17-06-2016,Czech Republic,Croatia,2,2,UEFA Euro,Saint-Étienne,France,TRUE
17-06-2016,Italy,Sweden,1,0,UEFA Euro,Toulouse,France,TRUE
17-06-2016,Spain,Turkey,3,0,UEFA Euro,Nice,France,TRUE
18-06-2016,Belgium,Republic of Ireland,3,0,UEFA Euro,Bordeaux,France,TRUE
18-06-2016,Iceland,Hungary,1,1,UEFA Euro,Marseille,France,TRUE
18-06-2016,Portugal,Austria,0,0,UEFA Euro,Lyon,France,TRUE
19-06-2016,France,Switzerland,0,0,UEFA Euro,Villeneuve-d'Ascq,France,FALSE
19-06-2016,Romania,Albania,0,1,UEFA Euro,Lyon,France,TRUE
20-06-2016,Russia,Wales,0,3,UEFA Euro,Toulouse,France,TRUE
20-06-2016,Slovakia,England,0,0,UEFA Euro,Saint-Étienne,France,TRUE
21-06-2016,Croatia,Spain,2,1,UEFA Euro,Bordeaux,France,TRUE
21-06-2016,Czech Republic,Turkey,0,2,UEFA Euro,Lens,France,TRUE
21-06-2016,Northern Ireland,Germany,0,1,UEFA Euro,Paris,France,TRUE
21-06-2016,Ukraine,Poland,0,1,UEFA Euro,Marseille,France,TRUE
22-06-2016,Hungary,Portugal,3,3,UEFA Euro,Lyon,France,TRUE
22-06-2016,Iceland,Austria,2,1,UEFA Euro,Saint-Denis,France,TRUE
22-06-2016,Italy,Republic of Ireland,0,1,UEFA Euro,Villeneuve-d'Ascq,France,TRUE
22-06-2016,Sweden,Belgium,0,1,UEFA Euro,Nice,France,TRUE
25-06-2016,Croatia,Portugal,0,1,UEFA Euro,Lens,France,TRUE
25-06-2016,Switzerland,Poland,1,1,UEFA Euro,Saint-Étienne,France,TRUE
25-06-2016,Wales,Northern Ireland,1,0,UEFA Euro,Paris,France,TRUE
26-06-2016,France,Republic of Ireland,2,1,UEFA Euro,Lyon,France,FALSE
26-06-2016,Germany,Slovakia,3,0,UEFA Euro,Villeneuve-d'Ascq,France,TRUE
26-06-2016,Hungary,Belgium,0,4,UEFA Euro,Toulouse,France,TRUE
27-06-2016,England,Iceland,1,2,UEFA Euro,Nice,France,TRUE
27-06-2016,Italy,Spain,2,0,UEFA Euro,Saint-Denis,France,TRUE
30-06-2016,Poland,Portugal,1,1,UEFA Euro,Marseille,France,TRUE
01-07-2016,Wales,Belgium,3,1,UEFA Euro,Villeneuve-d'Ascq,France,TRUE
02-07-2016,Germany,Italy,1,1,UEFA Euro,Bordeaux,France,TRUE
03-07-2016,France,Iceland,5,2,UEFA Euro,Saint-Denis,France,FALSE
06-07-2016,Portugal,Wales,2,0,UEFA Euro,Lyon,France,TRUE
07-07-2016,France,Germany,2,0,UEFA Euro,Marseille,France,FALSE
10-07-2016,France,Portugal,0,1,UEFA Euro,Saint-Denis,France,FALSE
01-09-2016,Argentina,Uruguay,1,0,FIFA World Cup qualification,Mendoza,Argentina,FALSE
01-09-2016,Australia,Iraq,2,0,FIFA World Cup qualification,Perth,Australia,FALSE
01-09-2016,Bolivia,Peru,0,3,FIFA World Cup qualification,La Paz,Bolivia,FALSE
01-09-2016,Colombia,Venezuela,2,0,FIFA World Cup qualification,Barranquilla,Colombia,FALSE
01-09-2016,Ecuador,Brazil,0,3,FIFA World Cup qualification,Quito,Ecuador,FALSE
01-09-2016,Iran,Qatar,2,0,FIFA World Cup qualification,Tehran,Iran,FALSE
01-09-2016,Japan,United Arab Emirates,1,2,FIFA World Cup qualification,Saitama,Japan,FALSE
01-09-2016,South Korea,China PR,3,2,FIFA World Cup qualification,Seoul,South Korea,FALSE
01-09-2016,Paraguay,Chile,2,1,FIFA World Cup qualification,Asunción,Paraguay,FALSE
01-09-2016,Saudi Arabia,Thailand,1,0,FIFA World Cup qualification,Riyadh,Saudi Arabia,FALSE
01-09-2016,Uzbekistan,Syria,1,0,FIFA World Cup qualification,Tashkent,Uzbekistan,FALSE
02-09-2016,El Salvador,Mexico,1,3,FIFA World Cup qualification,San Salvador,El Salvador,FALSE
02-09-2016,Haiti,Costa Rica,0,1,FIFA World Cup qualification,Port-au-Prince,Haiti,FALSE
02-09-2016,Honduras,Canada,2,1,FIFA World Cup qualification,San Pedro Sula,Honduras,FALSE
02-09-2016,Panama,Jamaica,2,0,FIFA World Cup qualification,Panama City,Panama,FALSE
02-09-2016,Saint Vincent and the Grenadines,United States,0,6,FIFA World Cup qualification,Kingstown,Saint Vincent and the Grenadines,FALSE
02-09-2016,Trinidad and Tobago,Guatemala,2,2,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,FALSE
04-09-2016,Czech Republic,Northern Ireland,0,0,FIFA World Cup qualification,Prague,Czech Republic,FALSE
04-09-2016,Denmark,Armenia,1,0,FIFA World Cup qualification,Copenhagen,Denmark,FALSE
04-09-2016,Kazakhstan,Poland,2,2,FIFA World Cup qualification,Astana,Kazakhstan,FALSE
04-09-2016,Lithuania,Slovenia,2,2,FIFA World Cup qualification,Vilnius,Lithuania,FALSE
04-09-2016,Malta,Scotland,1,5,FIFA World Cup qualification,Attard,Malta,FALSE
04-09-2016,Norway,Germany,0,3,FIFA World Cup qualification,Oslo,Norway,FALSE
04-09-2016,Romania,Montenegro,1,1,FIFA World Cup qualification,Cluj,Romania,FALSE
04-09-2016,San Marino,Azerbaijan,0,1,FIFA World Cup qualification,Serravalle,San Marino,FALSE
04-09-2016,Slovakia,England,0,1,FIFA World Cup qualification,Trnava,Slovakia,FALSE
05-09-2016,Albania,North Macedonia,2,1,FIFA World Cup qualification,Shkodër,Albania,FALSE
05-09-2016,Croatia,Turkey,1,1,FIFA World Cup qualification,Zagreb,Croatia,FALSE
05-09-2016,Finland,Kosovo,1,1,FIFA World Cup qualification,Turku,Finland,FALSE
05-09-2016,Georgia,Austria,1,2,FIFA World Cup qualification,Tbilisi,Georgia,FALSE
05-09-2016,Israel,Italy,1,3,FIFA World Cup qualification,Haifa,Israel,FALSE
05-09-2016,Serbia,Republic of Ireland,2,2,FIFA World Cup qualification,Belgrade,Serbia,FALSE
05-09-2016,Spain,Liechtenstein,8,0,FIFA World Cup qualification,León,Spain,FALSE
05-09-2016,Ukraine,Iceland,1,1,FIFA World Cup qualification,Kyiv,Ukraine,FALSE
05-09-2016,Wales,Moldova,4,0,FIFA World Cup qualification,Cardiff,Wales,FALSE
06-09-2016,Andorra,Latvia,0,1,FIFA World Cup qualification,Sant Julià de Lòria,Andorra,FALSE
06-09-2016,Belarus,France,0,0,FIFA World Cup qualification,Barysaw,Belarus,FALSE
06-09-2016,Bosnia and Herzegovina,Estonia,5,0,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,FALSE
06-09-2016,Brazil,Colombia,2,1,FIFA World Cup qualification,Manaus,Brazil,FALSE
06-09-2016,Bulgaria,Luxembourg,4,3,FIFA World Cup qualification,Sofia,Bulgaria,FALSE
06-09-2016,Canada,El Salvador,3,1,FIFA World Cup qualification,Vancouver,Canada,FALSE
06-09-2016,Chile,Bolivia,3,0,FIFA World Cup qualification,Santiago,Chile,FALSE
06-09-2016,China PR,Iran,0,0,FIFA World Cup qualification,Shenyang,China PR,FALSE
06-09-2016,Costa Rica,Panama,3,1,FIFA World Cup qualification,San José,Costa Rica,FALSE
06-09-2016,Cyprus,Belgium,0,3,FIFA World Cup qualification,Nicosia,Cyprus,FALSE
06-09-2016,Faroe Islands,Hungary,0,0,FIFA World Cup qualification,Tórshavn,Faroe Islands,FALSE
06-09-2016,Gibraltar,Greece,1,4,FIFA World Cup qualification,Faro,Portugal,TRUE
06-09-2016,Iraq,Saudi Arabia,1,2,FIFA World Cup qualification,Shah Alam,Malaysia,TRUE
06-09-2016,Jamaica,Haiti,0,2,FIFA World Cup qualification,Kingston,Jamaica,FALSE
06-09-2016,Mexico,Honduras,0,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE
06-09-2016,Peru,Ecuador,2,1,FIFA World Cup qualification,Lima,Peru,FALSE
06-09-2016,Qatar,Uzbekistan,0,1,FIFA World Cup qualification,Doha,Qatar,FALSE
06-09-2016,Sweden,Netherlands,1,1,FIFA World Cup qualification,Solna,Sweden,FALSE
06-09-2016,Switzerland,Portugal,2,0,FIFA World Cup qualification,Basel,Switzerland,FALSE
06-09-2016,Syria,South Korea,0,0,FIFA World Cup qualification,Paroi,Malaysia,TRUE
06-09-2016,Thailand,Japan,0,2,FIFA World Cup qualification,Bangkok,Thailand,FALSE
06-09-2016,United Arab Emirates,Australia,0,1,FIFA World Cup qualification,Abu Dhabi,United Arab Emirates,FALSE
06-09-2016,Uruguay,Paraguay,4,0,FIFA World Cup qualification,Montevideo,Uruguay,FALSE
06-09-2016,United States,Trinidad and Tobago,4,0,FIFA World Cup qualification,Jacksonville,United States,FALSE
06-09-2016,Venezuela,Argentina,2,2,FIFA World Cup qualification,Mérida,Venezuela,FALSE
06-09-2016,Guatemala,Saint Vincent and the Grenadines,9,3,FIFA World Cup qualification,Guatemala City,Guatemala,FALSE
06-10-2016,Austria,Wales,2,2,FIFA World Cup qualification,Vienna,Austria,FALSE
06-10-2016,Brazil,Bolivia,5,0,FIFA World Cup qualification,Natal,Brazil,FALSE
06-10-2016,China PR,Syria,0,1,FIFA World Cup qualification,Xi'an,China PR,FALSE
06-10-2016,Ecuador,Chile,3,0,FIFA World Cup qualification,Quito,Ecuador,FALSE
06-10-2016,Iceland,Finland,3,2,FIFA World Cup qualification,Reykjavík,Iceland,FALSE
06-10-2016,Republic of Ireland,Georgia,1,0,FIFA World Cup qualification,Dublin,Republic of Ireland,FALSE
06-10-2016,Italy,Spain,1,1,FIFA World Cup qualification,Turin,Italy,FALSE
06-10-2016,Japan,Iraq,2,1,FIFA World Cup qualification,Saitama,Japan,FALSE
06-10-2016,South Korea,Qatar,3,2,FIFA World Cup qualification,Suwon,South Korea,FALSE
06-10-2016,Kosovo,Croatia,0,6,FIFA World Cup qualification,Shkodër,Albania,TRUE
06-10-2016,Liechtenstein,Albania,0,2,FIFA World Cup qualification,Vaduz,Liechtenstein,FALSE
06-10-2016,North Macedonia,Israel,1,2,FIFA World Cup qualification,Skopje,North Macedonia,FALSE
06-10-2016,Moldova,Serbia,0,3,FIFA World Cup qualification,Chișinău,Moldova,FALSE
06-10-2016,Paraguay,Colombia,0,1,FIFA World Cup qualification,Asunción,Paraguay,FALSE
06-10-2016,Peru,Argentina,2,2,FIFA World Cup qualification,Lima,Peru,FALSE
06-10-2016,Saudi Arabia,Australia,2,2,FIFA World Cup qualification,Jeddah,Saudi Arabia,FALSE
06-10-2016,Turkey,Ukraine,2,2,FIFA World Cup qualification,Konya,Turkey,FALSE
06-10-2016,United Arab Emirates,Thailand,3,1,FIFA World Cup qualification,Abu Dhabi,United Arab Emirates,FALSE
06-10-2016,Uruguay,Venezuela,3,0,FIFA World Cup qualification,Montevideo,Uruguay,FALSE
06-10-2016,Uzbekistan,Iran,0,1,FIFA World Cup qualification,Tashkent,Uzbekistan,FALSE
07-10-2016,Belgium,Bosnia and Herzegovina,4,0,FIFA World Cup qualification,Brussels,Belgium,FALSE
07-10-2016,Estonia,Gibraltar,4,0,FIFA World Cup qualification,Tallinn,Estonia,FALSE
07-10-2016,France,Bulgaria,4,1,FIFA World Cup qualification,Saint-Denis,France,FALSE
07-10-2016,Ghana,Uganda,0,0,FIFA World Cup qualification,Tamale,Ghana,FALSE
07-10-2016,Greece,Cyprus,2,0,FIFA World Cup qualification,Piraeus,Greece,FALSE
07-10-2016,Hungary,Switzerland,2,3,FIFA World Cup qualification,Budapest,Hungary,FALSE
07-10-2016,Latvia,Faroe Islands,0,2,FIFA World Cup qualification,Riga,Latvia,FALSE
07-10-2016,Luxembourg,Sweden,0,1,FIFA World Cup qualification,Luxembourg,Luxembourg,FALSE
07-10-2016,Netherlands,Belarus,4,1,FIFA World Cup qualification,Rotterdam,Netherlands,FALSE
07-10-2016,Portugal,Andorra,6,0,FIFA World Cup qualification,Aveiro,Portugal,FALSE
08-10-2016,Armenia,Romania,0,5,FIFA World Cup qualification,Yerevan,Armenia,FALSE
08-10-2016,Azerbaijan,Norway,1,0,FIFA World Cup qualification,Baku,Azerbaijan,FALSE
08-10-2016,Burkina Faso,South Africa,1,1,FIFA World Cup qualification,Ouagadougou,Burkina Faso,FALSE
08-10-2016,DR Congo,Libya,4,0,FIFA World Cup qualification,Kinshasa,DR Congo,FALSE
08-10-2016,England,Malta,2,0,FIFA World Cup qualification,London,England,FALSE
08-10-2016,Gabon,Morocco,0,0,FIFA World Cup qualification,Franceville,Gabon,FALSE
08-10-2016,Germany,Czech Republic,3,0,FIFA World Cup qualification,Hamburg,Germany,FALSE
08-10-2016,Ivory Coast,Mali,3,1,FIFA World Cup qualification,Bouaké,Ivory Coast,FALSE
08-10-2016,Montenegro,Kazakhstan,5,0,FIFA World Cup qualification,Podgorica,Montenegro,FALSE
08-10-2016,Northern Ireland,San Marino,4,0,FIFA World Cup qualification,Belfast,Northern Ireland,FALSE
08-10-2016,Poland,Denmark,3,2,FIFA World Cup qualification,Warsaw,Poland,FALSE
08-10-2016,Scotland,Lithuania,1,1,FIFA World Cup qualification,Glasgow,Scotland,FALSE
08-10-2016,Senegal,Cape Verde,2,0,FIFA World Cup qualification,Dakar,Senegal,FALSE
08-10-2016,Slovenia,Slovakia,1,0,FIFA World Cup qualification,Ljubljana,Slovenia,FALSE
09-10-2016,Albania,Spain,0,2,FIFA World Cup qualification,Shkodër,Albania,FALSE
09-10-2016,Algeria,Cameroon,1,1,FIFA World Cup qualification,Blida,Algeria,FALSE
09-10-2016,Congo,Egypt,1,2,FIFA World Cup qualification,Brazzaville,Congo,FALSE
09-10-2016,Finland,Croatia,0,1,FIFA World Cup qualification,Tampere,Finland,FALSE
09-10-2016,Iceland,Turkey,2,0,FIFA World Cup qualification,Reykjavík,Iceland,FALSE
09-10-2016,Israel,Liechtenstein,2,1,FIFA World Cup qualification,Jerusalem,Israel,FALSE
09-10-2016,North Macedonia,Italy,2,3,FIFA World Cup qualification,Skopje,North Macedonia,FALSE
09-10-2016,Moldova,Republic of Ireland,1,3,FIFA World Cup qualification,Chișinău,Moldova,FALSE
09-10-2016,Serbia,Austria,3,2,FIFA World Cup qualification,Belgrade,Serbia,FALSE
09-10-2016,Tunisia,Guinea,2,0,FIFA World Cup qualification,Monastir,Tunisia,FALSE
09-10-2016,Ukraine,Kosovo,3,0,FIFA World Cup qualification,Kraków,Poland,TRUE
09-10-2016,Wales,Georgia,1,1,FIFA World Cup qualification,Cardiff,Wales,FALSE
09-10-2016,Zambia,Nigeria,1,2,FIFA World Cup qualification,Ndola,Zambia,FALSE
10-10-2016,Andorra,Switzerland,1,2,FIFA World Cup qualification,Sant Julià de Lòria,Andorra,FALSE
10-10-2016,Belarus,Luxembourg,1,1,FIFA World Cup qualification,Barysaw,Belarus,FALSE
10-10-2016,Bosnia and Herzegovina,Cyprus,2,0,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,FALSE
10-10-2016,Estonia,Greece,0,2,FIFA World Cup qualification,Tallinn,Estonia,FALSE
10-10-2016,Faroe Islands,Portugal,0,6,FIFA World Cup qualification,Tórshavn,Faroe Islands,FALSE
10-10-2016,Gibraltar,Belgium,0,6,FIFA World Cup qualification,Faro,Portugal,TRUE
10-10-2016,Latvia,Hungary,0,2,FIFA World Cup qualification,Riga,Latvia,FALSE
10-10-2016,Netherlands,France,0,1,FIFA World Cup qualification,Amsterdam,Netherlands,FALSE
10-10-2016,Sweden,Bulgaria,3,0,FIFA World Cup qualification,Solna,Sweden,FALSE
11-10-2016,Argentina,Paraguay,0,1,FIFA World Cup qualification,Córdoba,Argentina,FALSE
11-10-2016,Australia,Japan,1,1,FIFA World Cup qualification,Melbourne,Australia,FALSE
11-10-2016,Bolivia,Ecuador,2,2,FIFA World Cup qualification,La Paz,Bolivia,FALSE
11-10-2016,Chile,Peru,2,1,FIFA World Cup qualification,Santiago,Chile,FALSE
11-10-2016,Colombia,Uruguay,2,2,FIFA World Cup qualification,Barranquilla,Colombia,FALSE
11-10-2016,Czech Republic,Azerbaijan,0,0,FIFA World Cup qualification,Ostrava,Czech Republic,FALSE
11-10-2016,Denmark,Montenegro,0,1,FIFA World Cup qualification,Copenhagen,Denmark,FALSE
11-10-2016,Germany,Northern Ireland,2,0,FIFA World Cup qualification,Hanover,Germany,FALSE
11-10-2016,Iran,South Korea,1,0,FIFA World Cup qualification,Tehran,Iran,FALSE
11-10-2016,Iraq,Thailand,4,0,FIFA World Cup qualification,Tehran,Iran,TRUE
11-10-2016,Kazakhstan,Romania,0,0,FIFA World Cup qualification,Astana,Kazakhstan,FALSE
11-10-2016,Lithuania,Malta,2,0,FIFA World Cup qualification,Vilnius,Lithuania,FALSE
11-10-2016,Norway,San Marino,4,1,FIFA World Cup qualification,Oslo,Norway,FALSE
11-10-2016,Poland,Armenia,2,1,FIFA World Cup qualification,Warsaw,Poland,FALSE
11-10-2016,Qatar,Syria,1,0,FIFA World Cup qualification,Doha,Qatar,FALSE
11-10-2016,Saudi Arabia,United Arab Emirates,3,0,FIFA World Cup qualification,Jeddah,Saudi Arabia,FALSE
11-10-2016,Slovakia,Scotland,3,0,FIFA World Cup qualification,Trnava,Slovakia,FALSE
11-10-2016,Slovenia,England,0,0,FIFA World Cup qualification,Ljubljana,Slovenia,FALSE
11-10-2016,Uzbekistan,China PR,2,0,FIFA World Cup qualification,Tashkent,Uzbekistan,FALSE
11-10-2016,Venezuela,Brazil,0,2,FIFA World Cup qualification,Mérida,Venezuela,FALSE
07-11-2016,Tahiti,Solomon Islands,3,0,FIFA World Cup qualification,Pirae,French Polynesia,TRUE
10-11-2016,Brazil,Argentina,3,0,FIFA World Cup qualification,Belo Horizonte,Brazil,FALSE
10-11-2016,Colombia,Chile,0,0,FIFA World Cup qualification,Barranquilla,Colombia,FALSE
10-11-2016,Paraguay,Peru,1,4,FIFA World Cup qualification,Asunción,Paraguay,FALSE
10-11-2016,Uruguay,Ecuador,2,1,FIFA World Cup qualification,Montevideo,Uruguay,FALSE
10-11-2016,Venezuela,Bolivia,5,0,FIFA World Cup qualification,Maturín,Venezuela,FALSE
11-11-2016,Armenia,Montenegro,3,2,FIFA World Cup qualification,Yerevan,Armenia,FALSE
11-11-2016,Czech Republic,Norway,2,1,FIFA World Cup qualification,Prague,Czech Republic,FALSE
11-11-2016,Denmark,Kazakhstan,4,1,FIFA World Cup qualification,Copenhagen,Denmark,FALSE
11-11-2016,England,Scotland,3,0,FIFA World Cup qualification,London,England,FALSE
11-11-2016,France,Sweden,2,1,FIFA World Cup qualification,Saint-Denis,France,FALSE
11-11-2016,Honduras,Panama,0,1,FIFA World Cup qualification,San Pedro Sula,Honduras,FALSE
