date,home_team,away_team,team,scorer,tournament,minute,own_goal,penalty
13-10-2015,Singapore,Cambodia,Cambodia,Sos Suhana,FIFA World Cup qualification,65,FALSE,FALSE
13-10-2015,Syria,Afghanistan,Syria,Osama Omari,FIFA World Cup qualification,9,FALSE,FALSE
13-10-2015,Syria,Afghanistan,Syria,Osama Omari,FIFA World Cup qualification,21,FALSE,FALSE
13-10-2015,Syria,Afghanistan,Syria,Mahmoud Al-Mawas,FIFA World Cup qualification,32,FALSE,FALSE
13-10-2015,Syria,Afghanistan,Afghanistan,Norlla Amiri,FIFA World Cup qualification,44,FALSE,FALSE
13-10-2015,Syria,Afghanistan,Afghanistan,Faysal Shayesteh,FIFA World Cup qualification,78,FALSE,FALSE
13-10-2015,Syria,Afghanistan,Syria,Osama Omari,FIFA World Cup qualification,83,FALSE,FALSE
13-10-2015,Syria,Afghanistan,Syria,Mahmoud Al-Mawas,FIFA World Cup qualification,90,FALSE,FALSE
13-10-2015,Turkey,Iceland,Turkey,Selçuk İnan,UEFA Euro qualification,89,FALSE,FALSE
13-10-2015,Turkmenistan,Guam,Turkmenistan,Guwanç Abylow,FIFA World Cup qualification,16,FALSE,FALSE
13-10-2015,Uruguay,Colombia,Uruguay,Diego Godín,FIFA World Cup qualification,34,FALSE,FALSE
13-10-2015,Uruguay,Colombia,Uruguay,Diego Rolán,FIFA World Cup qualification,51,FALSE,FALSE
13-10-2015,Uruguay,Colombia,Uruguay,Abel Hernández,FIFA World Cup qualification,87,FALSE,FALSE
13-10-2015,Vietnam,Thailand,Thailand,Kroekrit Thaweekarn,FIFA World Cup qualification,29,FALSE,FALSE
13-10-2015,Vietnam,Thailand,Thailand,Đinh Tiến Thành,FIFA World Cup qualification,56,TRUE,FALSE
13-10-2015,Vietnam,Thailand,Thailand,Theerathon Bunmathan,FIFA World Cup qualification,70,FALSE,FALSE
13-10-2015,Wales,Andorra,Wales,Aaron Ramsey,UEFA Euro qualification,50,FALSE,FALSE
13-10-2015,Wales,Andorra,Wales,Gareth Bale,UEFA Euro qualification,86,FALSE,FALSE
17-10-2015,Eswatini,Djibouti,Eswatini,Sandile Hlatjwako,FIFA World Cup qualification,7,FALSE,FALSE
17-10-2015,Eswatini,Djibouti,Djibouti,Mohamed Liban,FIFA World Cup qualification,21,FALSE,FALSE
17-10-2015,Eswatini,Djibouti,Eswatini,Sandile Hlatjwako,FIFA World Cup qualification,38,FALSE,FALSE
11-11-2015,Mozambique,Gabon,Mozambique,Hélder Pelembe,FIFA World Cup qualification,54,FALSE,FALSE
11-11-2015,Sudan,Zambia,Zambia,Winston Kalengo,FIFA World Cup qualification,28,FALSE,FALSE
12-11-2015,Afghanistan,Cambodia,Afghanistan,Mustafa Zazai,FIFA World Cup qualification,42,FALSE,FALSE
12-11-2015,Afghanistan,Cambodia,Afghanistan,Norlla Amiri,FIFA World Cup qualification,78,FALSE,FALSE
12-11-2015,Afghanistan,Cambodia,Afghanistan,Khaibar Amani,FIFA World Cup qualification,90,FALSE,FALSE
12-11-2015,Australia,Kyrgyzstan,Australia,Mile Jedinak,FIFA World Cup qualification,40,FALSE,TRUE
12-11-2015,Australia,Kyrgyzstan,Australia,Tim Cahill,FIFA World Cup qualification,50,FALSE,FALSE
12-11-2015,Australia,Kyrgyzstan,Australia,Ildar Amirov,FIFA World Cup qualification,69,TRUE,FALSE
12-11-2015,Benin,Burkina Faso,Benin,Stéphane Sessègnon,FIFA World Cup qualification,45,FALSE,TRUE
12-11-2015,Benin,Burkina Faso,Burkina Faso,Préjuce Nakoulma,FIFA World Cup qualification,51,FALSE,FALSE
12-11-2015,Benin,Burkina Faso,Benin,Babatounde Bello,FIFA World Cup qualification,84,FALSE,FALSE
12-11-2015,Bolivia,Venezuela,Bolivia,Rodrigo Ramallo,FIFA World Cup qualification,19,FALSE,FALSE
12-11-2015,Bolivia,Venezuela,Bolivia,Juan Carlos Arce,FIFA World Cup qualification,23,FALSE,TRUE
12-11-2015,Bolivia,Venezuela,Venezuela,Mario Rondón,FIFA World Cup qualification,32,FALSE,FALSE
12-11-2015,Bolivia,Venezuela,Bolivia,Rodrigo Ramallo,FIFA World Cup qualification,45,FALSE,FALSE
12-11-2015,Bolivia,Venezuela,Bolivia,Rudy Cardozo,FIFA World Cup qualification,49,FALSE,FALSE
12-11-2015,Bolivia,Venezuela,Venezuela,Richard José Blanco,FIFA World Cup qualification,55,FALSE,FALSE
12-11-2015,Burundi,DR Congo,DR Congo,Yannick Bolasie,FIFA World Cup qualification,5,FALSE,FALSE
12-11-2015,Burundi,DR Congo,Burundi,Cédric Amissi,FIFA World Cup qualification,38,FALSE,FALSE
12-11-2015,Burundi,DR Congo,Burundi,Cédric Amissi,FIFA World Cup qualification,83,FALSE,FALSE
12-11-2015,Burundi,DR Congo,DR Congo,Firmin Ndombe Mubele,FIFA World Cup qualification,86,FALSE,FALSE
12-11-2015,Burundi,DR Congo,DR Congo,Firmin Ndombe Mubele,FIFA World Cup qualification,88,FALSE,FALSE
12-11-2015,Chile,Colombia,Chile,Arturo Vidal,FIFA World Cup qualification,45,FALSE,FALSE
12-11-2015,Chile,Colombia,Colombia,James Rodríguez,FIFA World Cup qualification,68,FALSE,FALSE
12-11-2015,China PR,Bhutan,China PR,Mei Fang,FIFA World Cup qualification,10,FALSE,FALSE
12-11-2015,China PR,Bhutan,China PR,Yang Xu,FIFA World Cup qualification,13,FALSE,FALSE
12-11-2015,China PR,Bhutan,China PR,Yu Dabao,FIFA World Cup qualification,16,FALSE,FALSE
12-11-2015,China PR,Bhutan,China PR,Yang Xu,FIFA World Cup qualification,21,FALSE,TRUE
12-11-2015,China PR,Bhutan,China PR,Yu Hanchao,FIFA World Cup qualification,34,FALSE,FALSE
12-11-2015,China PR,Bhutan,China PR,Yang Xu,FIFA World Cup qualification,37,FALSE,FALSE
12-11-2015,China PR,Bhutan,China PR,Yu Dabao,FIFA World Cup qualification,39,FALSE,FALSE
12-11-2015,China PR,Bhutan,China PR,Yang Xu,FIFA World Cup qualification,52,FALSE,FALSE
12-11-2015,China PR,Bhutan,China PR,Wang Yongpo,FIFA World Cup qualification,66,FALSE,FALSE
12-11-2015,China PR,Bhutan,China PR,Yu Hanchao,FIFA World Cup qualification,72,FALSE,FALSE
12-11-2015,China PR,Bhutan,China PR,Wang Yongpo,FIFA World Cup qualification,81,FALSE,FALSE
12-11-2015,China PR,Bhutan,China PR,Zhang Xizhe,FIFA World Cup qualification,88,FALSE,FALSE
12-11-2015,Ecuador,Uruguay,Ecuador,Felipe Caicedo,FIFA World Cup qualification,23,FALSE,FALSE
12-11-2015,Ecuador,Uruguay,Uruguay,Edinson Cavani,FIFA World Cup qualification,49,FALSE,FALSE
12-11-2015,Ecuador,Uruguay,Ecuador,Fidel Martínez,FIFA World Cup qualification,59,FALSE,FALSE
12-11-2015,India,Guam,India,Robin Singh,FIFA World Cup qualification,10,FALSE,FALSE
12-11-2015,Iran,Turkmenistan,Iran,Morteza Pouraliganji,FIFA World Cup qualification,6,FALSE,FALSE
12-11-2015,Iran,Turkmenistan,Turkmenistan,Mekan Saparow,FIFA World Cup qualification,62,FALSE,FALSE
12-11-2015,Iran,Turkmenistan,Iran,Saeid Ezatolahi,FIFA World Cup qualification,64,FALSE,FALSE
12-11-2015,Iran,Turkmenistan,Iran,Ashkan Dejagah,FIFA World Cup qualification,83,FALSE,TRUE
12-11-2015,Lebanon,Laos,Lebanon,Youssef Mohamad,FIFA World Cup qualification,27,FALSE,FALSE
12-11-2015,Lebanon,Laos,Lebanon,Roda Antar,FIFA World Cup qualification,34,FALSE,FALSE
12-11-2015,Lebanon,Laos,Lebanon,Hassan Chaito,FIFA World Cup qualification,36,FALSE,FALSE
12-11-2015,Lebanon,Laos,Lebanon,Ali Hamam,FIFA World Cup qualification,42,FALSE,FALSE
12-11-2015,Lebanon,Laos,Lebanon,Hassan Maatouk,FIFA World Cup qualification,59,FALSE,FALSE
12-11-2015,Lebanon,Laos,Lebanon,Hassan Chaito,FIFA World Cup qualification,90,FALSE,FALSE
12-11-2015,Lebanon,Laos,Lebanon,Joan Oumari,FIFA World Cup qualification,90,FALSE,FALSE
12-11-2015,Maldives,Hong Kong,Hong Kong,Paulinho,FIFA World Cup qualification,13,FALSE,TRUE
12-11-2015,Morocco,Equatorial Guinea,Morocco,Youssef El-Arabi,FIFA World Cup qualification,30,FALSE,FALSE
12-11-2015,Morocco,Equatorial Guinea,Morocco,Yacine Bammou,FIFA World Cup qualification,66,FALSE,FALSE
12-11-2015,Namibia,Guinea,Guinea,Naby Keïta,FIFA World Cup qualification,27,FALSE,FALSE
12-11-2015,Norway,Hungary,Hungary,László Kleinheisler,UEFA Euro qualification,26,FALSE,FALSE
12-11-2015,Palestine,Malaysia,Palestine,Jonathan Cantillana,FIFA World Cup qualification,37,FALSE,FALSE
12-11-2015,Palestine,Malaysia,Palestine,Ahmad Abu Nahyeh,FIFA World Cup qualification,38,FALSE,FALSE
12-11-2015,Palestine,Malaysia,Palestine,Ahmad Abu Nahyeh,FIFA World Cup qualification,45,FALSE,FALSE
12-11-2015,Palestine,Malaysia,Palestine,Ahmad Abu Nahyeh,FIFA World Cup qualification,58,FALSE,FALSE
12-11-2015,Palestine,Malaysia,Palestine,Tamer Seyam,FIFA World Cup qualification,88,FALSE,FALSE
12-11-2015,Palestine,Malaysia,Palestine,Jaka Ihbeisheh,FIFA World Cup qualification,90,FALSE,FALSE
12-11-2015,Philippines,Yemen,Yemen,Ahmed Al-Sarori,FIFA World Cup qualification,83,FALSE,FALSE
12-11-2015,Singapore,Japan,Japan,Mu Kanazaki,FIFA World Cup qualification,20,FALSE,FALSE
12-11-2015,Singapore,Japan,Japan,Keisuke Honda,FIFA World Cup qualification,26,FALSE,FALSE
12-11-2015,Singapore,Japan,Japan,Maya Yoshida,FIFA World Cup qualification,88,FALSE,FALSE
12-11-2015,South Korea,Myanmar,South Korea,Lee Jae-sung,FIFA World Cup qualification,18,FALSE,FALSE
12-11-2015,South Korea,Myanmar,South Korea,Koo Ja-cheol,FIFA World Cup qualification,30,FALSE,FALSE
12-11-2015,South Korea,Myanmar,South Korea,Jang Hyun-soo,FIFA World Cup qualification,82,FALSE,FALSE
12-11-2015,South Korea,Myanmar,South Korea,Nam Tae-hee,FIFA World Cup qualification,86,FALSE,FALSE
12-11-2015,Tajikistan,Bangladesh,Tajikistan,Manuchekhr Dzhalilov,FIFA World Cup qualification,16,FALSE,FALSE
12-11-2015,Tajikistan,Bangladesh,Tajikistan,Manuchekhr Dzhalilov,FIFA World Cup qualification,26,FALSE,FALSE
12-11-2015,Tajikistan,Bangladesh,Tajikistan,Akhtam Nazarov,FIFA World Cup qualification,51,FALSE,TRUE
12-11-2015,Tajikistan,Bangladesh,Tajikistan,Manuchekhr Dzhalilov,FIFA World Cup qualification,59,FALSE,FALSE
12-11-2015,Tajikistan,Bangladesh,Tajikistan,Manuchekhr Dzhalilov,FIFA World Cup qualification,74,FALSE,FALSE
12-11-2015,Thailand,Taiwan,Taiwan,Yaki Yen,FIFA World Cup qualification,3,FALSE,FALSE
12-11-2015,Thailand,Taiwan,Thailand,Teerasil Dangda,FIFA World Cup qualification,41,FALSE,FALSE
12-11-2015,Thailand,Taiwan,Thailand,Pokklaw Anan,FIFA World Cup qualification,52,FALSE,FALSE
12-11-2015,Thailand,Taiwan,Taiwan,Hung Kai-chun,FIFA World Cup qualification,65,FALSE,FALSE
12-11-2015,Thailand,Taiwan,Thailand,Adisak Kraisorn,FIFA World Cup qualification,72,FALSE,FALSE
12-11-2015,Thailand,Taiwan,Thailand,Tana Chanabut,FIFA World Cup qualification,74,FALSE,FALSE
12-11-2015,Togo,Uganda,Uganda,Farouk Miya,FIFA World Cup qualification,39,FALSE,FALSE
12-11-2015,United Arab Emirates,Timor-Leste,United Arab Emirates,Ali Mabkhout,FIFA World Cup qualification,15,FALSE,FALSE
12-11-2015,United Arab Emirates,Timor-Leste,United Arab Emirates,Ali Mabkhout,FIFA World Cup qualification,19,FALSE,FALSE
12-11-2015,United Arab Emirates,Timor-Leste,United Arab Emirates,Ahmed Khalil,FIFA World Cup qualification,43,FALSE,FALSE
12-11-2015,United Arab Emirates,Timor-Leste,United Arab Emirates,Ahmed Khalil,FIFA World Cup qualification,53,FALSE,TRUE
12-11-2015,United Arab Emirates,Timor-Leste,United Arab Emirates,Dawood Ali,FIFA World Cup qualification,54,FALSE,FALSE
12-11-2015,United Arab Emirates,Timor-Leste,United Arab Emirates,Ahmed Khalil,FIFA World Cup qualification,56,FALSE,FALSE
12-11-2015,United Arab Emirates,Timor-Leste,United Arab Emirates,Ahmed Khalil,FIFA World Cup qualification,57,FALSE,FALSE
12-11-2015,United Arab Emirates,Timor-Leste,United Arab Emirates,Ahmed Al Hashmi,FIFA World Cup qualification,87,FALSE,FALSE
12-11-2015,Uzbekistan,North Korea,North Korea,Ri Hyok-chol,FIFA World Cup qualification,2,FALSE,FALSE
12-11-2015,Uzbekistan,North Korea,Uzbekistan,Igor Sergeev,FIFA World Cup qualification,23,FALSE,FALSE
12-11-2015,Uzbekistan,North Korea,Uzbekistan,Alexander Geynrikh,FIFA World Cup qualification,65,FALSE,FALSE
12-11-2015,Uzbekistan,North Korea,Uzbekistan,Odil Ahmedov,FIFA World Cup qualification,87,FALSE,FALSE
13-11-2015,Angola,South Africa,Angola,Gelson,FIFA World Cup qualification,2,FALSE,FALSE
13-11-2015,Angola,South Africa,South Africa,Tokelo Rantie,FIFA World Cup qualification,13,FALSE,FALSE
13-11-2015,Angola,South Africa,South Africa,Thamsanqa Gabuza,FIFA World Cup qualification,20,FALSE,FALSE
13-11-2015,Angola,South Africa,South Africa,Andile Jali,FIFA World Cup qualification,80,FALSE,TRUE
13-11-2015,Argentina,Brazil,Argentina,Ezequiel Lavezzi,FIFA World Cup qualification,34,FALSE,FALSE
13-11-2015,Argentina,Brazil,Brazil,Lucas Lima,FIFA World Cup qualification,58,FALSE,FALSE
13-11-2015,Bosnia and Herzegovina,Republic of Ireland,Republic of Ireland,Robbie Brady,UEFA Euro qualification,82,FALSE,FALSE
13-11-2015,Bosnia and Herzegovina,Republic of Ireland,Bosnia and Herzegovina,Edin Džeko,UEFA Euro qualification,85,FALSE,FALSE
13-11-2015,Canada,Honduras,Canada,Cyle Larin,FIFA World Cup qualification,38,FALSE,FALSE
13-11-2015,Costa Rica,Haiti,Costa Rica,Cristian Gamboa,FIFA World Cup qualification,29,FALSE,FALSE
13-11-2015,Guatemala,Trinidad and Tobago,Trinidad and Tobago,Khaleem Hyland,FIFA World Cup qualification,67,FALSE,FALSE
13-11-2015,Guatemala,Trinidad and Tobago,Trinidad and Tobago,Kenwyne Jones,FIFA World Cup qualification,80,FALSE,FALSE
13-11-2015,Guatemala,Trinidad and Tobago,Guatemala,Carlos Mejía,FIFA World Cup qualification,90,FALSE,FALSE
13-11-2015,Jamaica,Panama,Panama,Armando Cooper,FIFA World Cup qualification,43,FALSE,FALSE
13-11-2015,Jamaica,Panama,Panama,Wes Morgan,FIFA World Cup qualification,52,TRUE,FALSE
13-11-2015,Kenya,Cape Verde,Kenya,Michael Olunga,FIFA World Cup qualification,9,FALSE,FALSE
13-11-2015,Liberia,Ivory Coast,Ivory Coast,Gohi Bi Zoro Cyriac,FIFA World Cup qualification,44,FALSE,FALSE
13-11-2015,Libya,Rwanda,Libya,Faisal Al Badri,FIFA World Cup qualification,46,FALSE,TRUE
13-11-2015,Madagascar,Senegal,Madagascar,Faneva Imà Andriatsima,FIFA World Cup qualification,27,FALSE,FALSE
13-11-2015,Madagascar,Senegal,Madagascar,Njiva Rakotoharimalala,FIFA World Cup qualification,59,FALSE,FALSE
13-11-2015,Madagascar,Senegal,Senegal,Mame Biram Diouf,FIFA World Cup qualification,71,FALSE,FALSE
13-11-2015,Madagascar,Senegal,Senegal,Sadio Mané,FIFA World Cup qualification,81,FALSE,FALSE
13-11-2015,Mauritania,Tunisia,Mauritania,Oumar N'Diaye,FIFA World Cup qualification,22,FALSE,FALSE
13-11-2015,Mauritania,Tunisia,Tunisia,Wahbi Khazri,FIFA World Cup qualification,62,FALSE,FALSE
13-11-2015,Mauritania,Tunisia,Tunisia,Yassine Chikhaoui,FIFA World Cup qualification,68,FALSE,FALSE
13-11-2015,Mexico,El Salvador,Mexico,Andrés Guardado,FIFA World Cup qualification,7,FALSE,FALSE
13-11-2015,Mexico,El Salvador,Mexico,Héctor Herrera,FIFA World Cup qualification,42,FALSE,FALSE
13-11-2015,Mexico,El Salvador,Mexico,Carlos Vela,FIFA World Cup qualification,64,FALSE,FALSE
13-11-2015,Niger,Cameroon,Cameroon,Stéphane Mbia,FIFA World Cup qualification,36,FALSE,FALSE
13-11-2015,Niger,Cameroon,Cameroon,Vincent Aboubakar,FIFA World Cup qualification,39,FALSE,FALSE
13-11-2015,Niger,Cameroon,Cameroon,Edgar Salli,FIFA World Cup qualification,40,FALSE,FALSE
13-11-2015,Peru,Paraguay,Peru,Jefferson Farfán,FIFA World Cup qualification,20,FALSE,FALSE
13-11-2015,United States,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,Oalex Anderson,FIFA World Cup qualification,5,FALSE,FALSE
13-11-2015,United States,Saint Vincent and the Grenadines,United States,Bobby Wood,FIFA World Cup qualification,11,FALSE,FALSE
13-11-2015,United States,Saint Vincent and the Grenadines,United States,Fabian Johnson,FIFA World Cup qualification,29,FALSE,FALSE
13-11-2015,United States,Saint Vincent and the Grenadines,United States,Jozy Altidore,FIFA World Cup qualification,31,FALSE,FALSE
13-11-2015,United States,Saint Vincent and the Grenadines,United States,Geoff Cameron,FIFA World Cup qualification,51,FALSE,FALSE
13-11-2015,United States,Saint Vincent and the Grenadines,United States,Gyasi Zardes,FIFA World Cup qualification,58,FALSE,FALSE
13-11-2015,United States,Saint Vincent and the Grenadines,United States,Jozy Altidore,FIFA World Cup qualification,74,FALSE,FALSE
14-11-2015,Botswana,Mali,Botswana,Tapiwa Gadibolae,FIFA World Cup qualification,14,FALSE,FALSE
14-11-2015,Botswana,Mali,Botswana,Joel Mogorosi,FIFA World Cup qualification,24,FALSE,FALSE
14-11-2015,Botswana,Mali,Mali,Samba Sow,FIFA World Cup qualification,56,FALSE,FALSE
14-11-2015,Chad,Egypt,Chad,Ezechiel N'Douassel,FIFA World Cup qualification,73,FALSE,FALSE
14-11-2015,Ethiopia,Congo,Ethiopia,Getaneh Kebede,FIFA World Cup qualification,41,FALSE,FALSE
14-11-2015,Ethiopia,Congo,Congo,Thievy Bifouma,FIFA World Cup qualification,43,FALSE,FALSE
14-11-2015,Ethiopia,Congo,Congo,Fabrice Ondama,FIFA World Cup qualification,63,FALSE,FALSE
14-11-2015,Ethiopia,Congo,Congo,Delvin N'Dinga,FIFA World Cup qualification,75,FALSE,FALSE
14-11-2015,Ethiopia,Congo,Congo,Hardy Binguila,FIFA World Cup qualification,81,FALSE,FALSE
14-11-2015,Ethiopia,Congo,Ethiopia,Dawit Fekadu,FIFA World Cup qualification,82,FALSE,FALSE
14-11-2015,Ethiopia,Congo,Ethiopia,Shimelis Bekele,FIFA World Cup qualification,90,FALSE,FALSE
14-11-2015,Gabon,Mozambique,Gabon,Malick Evouna,FIFA World Cup qualification,2,FALSE,FALSE
14-11-2015,Sweden,Denmark,Sweden,Emil Forsberg,UEFA Euro qualification,45,FALSE,FALSE
14-11-2015,Sweden,Denmark,Sweden,Zlatan Ibrahimović,UEFA Euro qualification,50,FALSE,TRUE
14-11-2015,Sweden,Denmark,Denmark,Nicolai Jørgensen,UEFA Euro qualification,80,FALSE,FALSE
14-11-2015,Tanzania,Algeria,Tanzania,Elias Maguri,FIFA World Cup qualification,43,FALSE,FALSE
14-11-2015,Tanzania,Algeria,Tanzania,Mbwana Samatta,FIFA World Cup qualification,55,FALSE,FALSE
14-11-2015,Tanzania,Algeria,Algeria,Islam Slimani,FIFA World Cup qualification,72,FALSE,FALSE
14-11-2015,Tanzania,Algeria,Algeria,Islam Slimani,FIFA World Cup qualification,75,FALSE,FALSE
14-11-2015,Ukraine,Slovenia,Ukraine,Andriy Yarmolenko,UEFA Euro qualification,22,FALSE,FALSE
14-11-2015,Ukraine,Slovenia,Ukraine,Yevhen Seleznyov,UEFA Euro qualification,54,FALSE,FALSE
15-11-2015,Equatorial Guinea,Morocco,Equatorial Guinea,Rui da Gracia,FIFA World Cup qualification,14,FALSE,FALSE
15-11-2015,Guinea,Namibia,Guinea,Idrissa Sylla,FIFA World Cup qualification,43,FALSE,FALSE
15-11-2015,Guinea,Namibia,Guinea,Naby Keïta,FIFA World Cup qualification,79,FALSE,FALSE
15-11-2015,Hungary,Norway,Hungary,Tamás Priskin,UEFA Euro qualification,14,FALSE,FALSE
15-11-2015,Hungary,Norway,Hungary,Markus Henriksen,UEFA Euro qualification,83,TRUE,FALSE
15-11-2015,Hungary,Norway,Norway,Markus Henriksen,UEFA Euro qualification,87,FALSE,FALSE
15-11-2015,Uganda,Togo,Uganda,Geofrey Massa,FIFA World Cup qualification,4,FALSE,FALSE
15-11-2015,Uganda,Togo,Uganda,Farouk Miya,FIFA World Cup qualification,41,FALSE,FALSE
15-11-2015,Uganda,Togo,Uganda,Farouk Miya,FIFA World Cup qualification,45,FALSE,FALSE
15-11-2015,Zambia,Sudan,Zambia,Lubambo Musonda,FIFA World Cup qualification,59,FALSE,FALSE
15-11-2015,Zambia,Sudan,Zambia,Winston Kalengo,FIFA World Cup qualification,81,FALSE,FALSE
16-11-2015,Republic of Ireland,Bosnia and Herzegovina,Republic of Ireland,Jonathan Walters,UEFA Euro qualification,24,FALSE,TRUE
16-11-2015,Republic of Ireland,Bosnia and Herzegovina,Republic of Ireland,Jonathan Walters,UEFA Euro qualification,70,FALSE,FALSE
17-11-2015,Algeria,Tanzania,Algeria,Yacine Brahimi,FIFA World Cup qualification,1,FALSE,FALSE
17-11-2015,Algeria,Tanzania,Algeria,Faouzi Ghoulam,FIFA World Cup qualification,23,FALSE,FALSE
17-11-2015,Algeria,Tanzania,Algeria,Riyad Mahrez,FIFA World Cup qualification,43,FALSE,FALSE
17-11-2015,Algeria,Tanzania,Algeria,Islam Slimani,FIFA World Cup qualification,49,FALSE,TRUE
17-11-2015,Algeria,Tanzania,Algeria,Faouzi Ghoulam,FIFA World Cup qualification,59,FALSE,TRUE
17-11-2015,Algeria,Tanzania,Algeria,Carl Medjani,FIFA World Cup qualification,72,FALSE,FALSE
17-11-2015,Algeria,Tanzania,Algeria,Islam Slimani,FIFA World Cup qualification,75,FALSE,FALSE
17-11-2015,Bangladesh,Australia,Australia,Tim Cahill,FIFA World Cup qualification,6,FALSE,FALSE
17-11-2015,Bangladesh,Australia,Australia,Tim Cahill,FIFA World Cup qualification,32,FALSE,FALSE
17-11-2015,Bangladesh,Australia,Australia,Tim Cahill,FIFA World Cup qualification,37,FALSE,FALSE
17-11-2015,Bangladesh,Australia,Australia,Mile Jedinak,FIFA World Cup qualification,43,FALSE,FALSE
17-11-2015,Bhutan,Qatar,Qatar,Mohammed Muntari,FIFA World Cup qualification,22,FALSE,FALSE
17-11-2015,Bhutan,Qatar,Qatar,Hassan Al-Haydos,FIFA World Cup qualification,36,FALSE,FALSE
17-11-2015,Bhutan,Qatar,Qatar,Hassan Al-Haydos,FIFA World Cup qualification,90,FALSE,FALSE
17-11-2015,Brazil,Peru,Brazil,Douglas Costa,FIFA World Cup qualification,22,FALSE,FALSE
17-11-2015,Brazil,Peru,Brazil,Renato Augusto,FIFA World Cup qualification,57,FALSE,FALSE
17-11-2015,Brazil,Peru,Brazil,Filipe Luís,FIFA World Cup qualification,76,FALSE,FALSE
17-11-2015,Burkina Faso,Benin,Burkina Faso,Jonathan Pitroipa,FIFA World Cup qualification,17,FALSE,TRUE
17-11-2015,Burkina Faso,Benin,Burkina Faso,Bertrand Traoré,FIFA World Cup qualification,70,FALSE,FALSE
17-11-2015,Cambodia,Japan,Japan,Khoun Laboravy,FIFA World Cup qualification,51,TRUE,FALSE
17-11-2015,Cambodia,Japan,Japan,Keisuke Honda,FIFA World Cup qualification,90,FALSE,FALSE
17-11-2015,Cape Verde,Kenya,Cape Verde,Héldon Ramos,FIFA World Cup qualification,45,FALSE,FALSE
17-11-2015,Cape Verde,Kenya,Cape Verde,Héldon Ramos,FIFA World Cup qualification,52,FALSE,FALSE
17-11-2015,Colombia,Argentina,Argentina,Lucas Biglia,FIFA World Cup qualification,19,FALSE,FALSE
17-11-2015,Congo,Ethiopia,Ethiopia,Getaneh Kebede,FIFA World Cup qualification,28,FALSE,FALSE
17-11-2015,Congo,Ethiopia,Congo,Francis N'Ganga,FIFA World Cup qualification,48,FALSE,FALSE
17-11-2015,Congo,Ethiopia,Congo,Thievy Bifouma,FIFA World Cup qualification,53,FALSE,FALSE
17-11-2015,Denmark,Sweden,Sweden,Zlatan Ibrahimović,UEFA Euro qualification,19,FALSE,FALSE
17-11-2015,Denmark,Sweden,Sweden,Zlatan Ibrahimović,UEFA Euro qualification,76,FALSE,FALSE
17-11-2015,Denmark,Sweden,Denmark,Yussuf Poulsen,UEFA Euro qualification,82,FALSE,FALSE
17-11-2015,Denmark,Sweden,Denmark,Jannik Vestergaard,UEFA Euro qualification,90,FALSE,FALSE
17-11-2015,Egypt,Chad,Egypt,Mohamed Elneny,FIFA World Cup qualification,5,FALSE,FALSE
17-11-2015,Egypt,Chad,Egypt,Abdallah El Said,FIFA World Cup qualification,10,FALSE,FALSE
17-11-2015,Egypt,Chad,Egypt,Ahmed Hassan Mahgoub,FIFA World Cup qualification,36,FALSE,FALSE
17-11-2015,Egypt,Chad,Egypt,Ahmed Hassan Mahgoub,FIFA World Cup qualification,40,FALSE,FALSE
17-11-2015,Ghana,Comoros,Ghana,Mubarak Wakaso,FIFA World Cup qualification,18,FALSE,FALSE
17-11-2015,Ghana,Comoros,Ghana,Jordan Ayew,FIFA World Cup qualification,85,FALSE,FALSE
17-11-2015,Guam,Iran,Iran,Mehdi Taremi,FIFA World Cup qualification,12,FALSE,FALSE
17-11-2015,Guam,Iran,Iran,Kamal Kamyabinia,FIFA World Cup qualification,32,FALSE,FALSE
17-11-2015,Guam,Iran,Iran,Ramin Rezaeian,FIFA World Cup qualification,49,FALSE,FALSE
17-11-2015,Guam,Iran,Iran,Masoud Shojaei,FIFA World Cup qualification,52,FALSE,TRUE
17-11-2015,Guam,Iran,Iran,Karim Ansarifard,FIFA World Cup qualification,53,FALSE,FALSE
17-11-2015,Guam,Iran,Iran,Mehdi Taremi,FIFA World Cup qualification,63,FALSE,FALSE
17-11-2015,Haiti,Jamaica,Jamaica,Clayton Donaldson,FIFA World Cup qualification,62,FALSE,FALSE
17-11-2015,Honduras,Mexico,Mexico,Jesús Manuel Corona,FIFA World Cup qualification,67,FALSE,FALSE
17-11-2015,Honduras,Mexico,Mexico,Jürgen Damm,FIFA World Cup qualification,72,FALSE,FALSE
17-11-2015,Ivory Coast,Liberia,Ivory Coast,Giovanni Sio,FIFA World Cup qualification,16,FALSE,FALSE
17-11-2015,Ivory Coast,Liberia,Ivory Coast,Giovanni Sio,FIFA World Cup qualification,35,FALSE,FALSE
17-11-2015,Ivory Coast,Liberia,Ivory Coast,Jean Seri,FIFA World Cup qualification,64,FALSE,FALSE
17-11-2015,Kyrgyzstan,Jordan,Kyrgyzstan,Anton Zemlianukhin,FIFA World Cup qualification,48,FALSE,FALSE
17-11-2015,Laos,South Korea,South Korea,Ki Sung-yueng,FIFA World Cup qualification,3,FALSE,TRUE
17-11-2015,Laos,South Korea,South Korea,Ki Sung-yueng,FIFA World Cup qualification,33,FALSE,FALSE
17-11-2015,Laos,South Korea,South Korea,Son Heung-min,FIFA World Cup qualification,35,FALSE,FALSE
